numero_sequencial;descricao_cargo;nome_urna;descricao_cor_raca;descricao_estado_civil;descricao_genero;descricao_grau_instrucao;sigla_uf_nascimento;nome_partido;sigla_partido;patrimonio;total_votos_brasil
50000604259;DEPUTADO FEDERAL;CABO MARCIO;PARDA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;PATRIOTA;PATRI;80000;1217
50000622663;DEPUTADO ESTADUAL;JORGE CERQUEIRA;PARDA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;PARTIDO TRABALHISTA CRISTAO;PTC;0;205
50000607807;DEPUTADO FEDERAL;CHARLES FERNANDES;PARDA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;PARTIDO SOCIAL DEMOCRATICO;PSD;430602,26;74116
50000607779;DEPUTADO ESTADUAL;NEREU DO GAS;PARDA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;REDE SUSTENTABILIDADE;REDE;775247,56;4361
50000620480;DEPUTADO ESTADUAL;IASMIN REIS;PARDA;SOLTEIRO(A);FEMININO;SUPERIOR INCOMPLETO;BA;SOLIDARIEDADE;SOLIDARIEDADE;0;809
50000625296;DEPUTADO ESTADUAL;IRACEMA SILVA;PARDA;CASADO(A);FEMININO;SUPERIOR COMPLETO;BA;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PRTB;35000;332
50000622995;DEPUTADO FEDERAL;RAIMUNDO COSTA;PARDA;DIVORCIADO(A);MASCULINO;SUPERIOR COMPLETO;BA;PARTIDO REPUBLICANO PROGRESSISTA;PRP;15334,6;38829
50000608057;SENADOR;JORGE VIANNA;BRANCA;VIUVO(A);MASCULINO;SUPERIOR COMPLETO;BA;MOVIMENTO DEMOCRATICO BRASILEIRO;MDB;950,78;60907
50000610885;DEPUTADO FEDERAL;ANA PAULA;PRETA;SOLTEIRO(A);FEMININO;SUPERIOR INCOMPLETO;SP;PARTIDO DEMOCRATICO TRABALHISTA;PDT;0;650
50000622619;DEPUTADO ESTADUAL;EDVALDO JUNIOR;BRANCA;SOLTEIRO(A);MASCULINO;SUPERIOR INCOMPLETO;BA;PARTIDO TRABALHISTA CRISTAO;PTC;40000;1919
50000608631;DEPUTADO FEDERAL;ELMAR;BRANCA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;BA;DEMOCRATAS;DEM;2513503,4;103823
50000600907;DEPUTADO FEDERAL;BERNARDA SANTOS;BRANCA;CASADO(A);FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;BA;PARTIDO SOCIALISMO E LIBERDADE;PSOL;0;117
50000605150;DEPUTADO ESTADUAL;PAULO DA GRAFICA;PARDA;SOLTEIRO(A);MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;BA;PARTIDO SOCIAL CRISTAO;PSC;0;39
50000606443;DEPUTADO ESTADUAL;DELEGADO VALDIR BARBOSA;BRANCA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;BA;PARTIDO POPULAR SOCIALISTA;PPS;825270;2640
50000600929;DEPUTADO ESTADUAL;AILTON SANTIAGO;PRETA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;PARTIDO SOCIALISMO E LIBERDADE;PSOL;154000;494
50000607797;DEPUTADO FEDERAL;MARCELO NILO;BRANCA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;BA;PARTIDO SOCIALISTA BRASILEIRO;PSB;5374606,36;115277
50000600885;DEPUTADO FEDERAL;VANIA SANTOS;PRETA;SOLTEIRO(A);FEMININO;ENSINO MEDIO COMPLETO;BA;PARTIDO SOCIALISMO E LIBERDADE;PSOL;0;246
50000604277;DEPUTADO FEDERAL;PROFESSOR JULIO;PRETA;SOLTEIRO(A);MASCULINO;SUPERIOR COMPLETO;MG;REDE SUSTENTABILIDADE;REDE;31000;202
50000609065;DEPUTADO FEDERAL;GUILHERME GALVAO;PARDA;VIUVO(A);MASCULINO;SUPERIOR COMPLETO;BA;PARTIDO SOCIAL LIBERAL;PSL;0;0
50000622622;DEPUTADO ESTADUAL;GELSON DO MEL;PRETA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;PARTIDO TRABALHISTA CRISTAO;PTC;0;113
50000622647;DEPUTADO ESTADUAL;RUBEM DE JESUS;PRETA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;PARTIDO TRABALHISTA CRISTAO;PTC;0;1076
50000622083;SENADOR;CELSINHO COTRIM;PARDA;SOLTEIRO(A);MASCULINO;SUPERIOR COMPLETO;BA;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PRTB;285195,79;41055
50000608118;2o SUPLENTE SENADOR;ANTONIO ALBINO;PARDA;SOLTEIRO(A);MASCULINO;SUPERIOR COMPLETO;BA;DEMOCRACIA CRISTA;DC;0;0
50000629052;DEPUTADO ESTADUAL;JOSELITO DO BAGUNCACO;PARDA;SOLTEIRO(A);MASCULINO;SUPERIOR INCOMPLETO;BA;REDE SUSTENTABILIDADE;REDE;0;741
50000629995;DEPUTADO ESTADUAL;CARLOS CARDOSO;PARDA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;PARTIDO TRABALHISTA CRISTAO;PTC;0;488
50000604284;DEPUTADO FEDERAL;TONISLEI SANTA CRUZ;PARDA;SOLTEIRO(A);MASCULINO;SUPERIOR COMPLETO;BA;REDE SUSTENTABILIDADE;REDE;200000;1237
50000607746;DEPUTADO ESTADUAL;JOSIAS PISCINEIRO;PARDA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;PATRIOTA;PATRI;137030;425
50000607721;DEPUTADO ESTADUAL;BETTO JANBELL;PRETA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;PATRIOTA;PATRI;17000;319
50000607796;DEPUTADO FEDERAL;AROLDO PINTO;PARDA;SOLTEIRO(A);MASCULINO;SUPERIOR INCOMPLETO;BA;PARTIDO SOCIALISTA BRASILEIRO;PSB;80000;887
50000606424;DEPUTADO ESTADUAL;INDIO DA BAHIA;INDIGENA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;PE;PARTIDO HUMANISTA DA SOLIDARIEDADE;PHS;0;0
50000606420;DEPUTADO ESTADUAL;SILVIO BISPO;PRETA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;PARTIDO HUMANISTA DA SOLIDARIEDADE;PHS;0;0
50000607795;DEPUTADO FEDERAL;CRISTINA PORTO;PARDA;DIVORCIADO(A);FEMININO;SUPERIOR COMPLETO;BA;PARTIDO DOS TRABALHADORES;PT;0;2837
50000605149;DEPUTADO ESTADUAL;IRMAO NERY VENDEDOR;PARDA;CASADO(A);MASCULINO;ENSINO MEDIO INCOMPLETO;BA;PARTIDO SOCIAL CRISTAO;PSC;1263000;481
50000607717;1o SUPLENTE SENADOR;DAVIDSON MAGALHAES;PARDA;VIUVO(A);MASCULINO;SUPERIOR COMPLETO;BA;PARTIDO COMUNISTA DO BRASIL;PC DO B;875455,71;0
50000608034;DEPUTADO ESTADUAL;ANILTON;BRANCA;CASADO(A);MASCULINO;SUPERIOR INCOMPLETO;SE;PODEMOS;PODE;276478,76;39409
50000608108;DEPUTADO ESTADUAL;SANDOVAL GUIMARAES;PARDA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;BA;MOVIMENTO DEMOCRATICO BRASILEIRO;MDB;3800;1965
50000605159;DEPUTADO ESTADUAL;PASTOR IVAM;PARDA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;SP;PARTIDO SOCIAL CRISTAO;PSC;273900;13966
50000625434;DEPUTADO FEDERAL;DETINHA MARTINS;PARDA;DIVORCIADO(A);FEMININO;SUPERIOR COMPLETO;BA;PARTIDO SOCIAL CRISTAO;PSC;200000;381
50000625425;DEPUTADO ESTADUAL;IRMAO JAIME;PARDA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;PARTIDO PATRIA LIVRE;PPL;55500;625
50000625293;DEPUTADO ESTADUAL;CABO HERLING;PRETA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;BA;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PRTB;185000;0
50000607798;DEPUTADO FEDERAL;LIDICE DA MATA;PARDA;DIVORCIADO(A);FEMININO;SUPERIOR COMPLETO;BA;PARTIDO SOCIALISTA BRASILEIRO;PSB;1075345,26;104348
50000607761;DEPUTADO ESTADUAL;ROZENILO NILO;PARDA;DIVORCIADO(A);MASCULINO;SUPERIOR COMPLETO;BA;PATRIOTA;PATRI;1680000;1346
50000608081;DEPUTADO FEDERAL;BANDA ROXA;PARDA;DIVORCIADO(A);MASCULINO;SUPERIOR COMPLETO;BA;MOVIMENTO DEMOCRATICO BRASILEIRO;MDB;179911;3525
50000609060;DEPUTADO ESTADUAL;BRUNO DO TRIGO;PARDA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO INCOMPLETO;BA;PARTIDO SOCIAL LIBERAL;PSL;75123,34;3659
50000606439;DEPUTADO ESTADUAL;KARYNA ALCANTARA;PRETA;SOLTEIRO(A);FEMININO;SUPERIOR INCOMPLETO;BA;PARTIDO POPULAR SOCIALISTA;PPS;600;1617
50000622975;DEPUTADO FEDERAL;LORA;PARDA;SOLTEIRO(A);FEMININO;ENSINO MEDIO COMPLETO;BA;PARTIDO TRABALHISTA CRISTAO;PTC;0;20
50000606406;DEPUTADO FEDERAL;IZA ORETTI;PRETA;SOLTEIRO(A);FEMININO;ENSINO MEDIO COMPLETO;BA;PARTIDO HUMANISTA DA SOLIDARIEDADE;PHS;0;185
50000627795;DEPUTADO ESTADUAL;FABIO REIS;PARDA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;BA;PARTIDO REPUBLICANO PROGRESSISTA;PRP;226614,16;3437
50000625495;DEPUTADO FEDERAL;LINDIMAK;PARDA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;PARTIDO PATRIA LIVRE;PPL;0;1040
50000605174;DEPUTADO ESTADUAL;KLEBER GARRIDO;BRANCA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO INCOMPLETO;BA;PARTIDO TRABALHISTA BRASILEIRO;PTB;478993,35;820
50000624161;DEPUTADO FEDERAL;EU SOU CALAZANS;PARDA;SOLTEIRO(A);MASCULINO;SUPERIOR COMPLETO;BA;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PRTB;0;169
50000622955;DEPUTADO FEDERAL;WILSON GOMES;PARDA;DIVORCIADO(A);MASCULINO;SUPERIOR INCOMPLETO;BA;PARTIDO DA MOBILIZACAO NACIONAL;PMN;0;507
50000608554;DEPUTADO ESTADUAL;EDYLENE FERREIRA;BRANCA;CASADO(A);FEMININO;SUPERIOR COMPLETO;BA;PARTIDO VERDE;PV;96000;21399
50000608046;DEPUTADO ESTADUAL;CARLOS NEIVA;PARDA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;BA;PARTIDO SOCIALISTA BRASILEIRO;PSB;56300;4498
50000625036;DEPUTADO FEDERAL;CELIA  SILVA;PARDA;SOLTEIRO(A);FEMININO;SUPERIOR COMPLETO;BA;PARTIDO DEMOCRATICO TRABALHISTA;PDT;240000;281
50000607723;DEPUTADO ESTADUAL;ANDRE BISPO;PRETA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO INCOMPLETO;BA;PATRIOTA;PATRI;169500;671
50000608007;DEPUTADO ESTADUAL;MIRELA MACEDO;BRANCA;SOLTEIRO(A);FEMININO;SUPERIOR COMPLETO;BA;PARTIDO SOCIAL DEMOCRATICO;PSD;809000;50357
50000610869;DEPUTADO FEDERAL;MARCELO DOURADO;BRANCA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;BA;PARTIDO DEMOCRATICO TRABALHISTA;PDT;763000;1247
50000628359;DEPUTADO ESTADUAL;MATHEUS PINHEIRO;PARDA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;DEMOCRATAS;DEM;28066,81;689
50000622642;DEPUTADO ESTADUAL;PROF. PAULO SAMPAIO;PARDA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;BA;PARTIDO TRABALHISTA CRISTAO;PTC;0;667
50000608564;DEPUTADO ESTADUAL;CRISTIANO RODRIGUES;PARDA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;DEMOCRATAS;DEM;0;261
50000622982;DEPUTADO FEDERAL;VICTOR BORIS;PARDA;SOLTEIRO(A);MASCULINO;SUPERIOR INCOMPLETO;BA;PARTIDO TRABALHISTA CRISTAO;PTC;89500;2614
50000608025;DEPUTADO ESTADUAL;ROBERTO CARLOS;PARDA;DIVORCIADO(A);MASCULINO;SUPERIOR COMPLETO;BA;PARTIDO DEMOCRATICO TRABALHISTA;PDT;1620054,43;69440
50000620482;DEPUTADO ESTADUAL;DR. RUI;BRANCA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;AM;SOLIDARIEDADE;SOLIDARIEDADE;1145388,88;2534
50000621278;DEPUTADO FEDERAL;JOANITA SOUZA;PARDA;SOLTEIRO(A);FEMININO;ENSINO MEDIO COMPLETO;BA;PARTIDO REPUBLICANO DA ORDEM SOCIAL;PROS;120000;0
50000608090;DEPUTADO FEDERAL;NICE PEDREIRA;PRETA;SOLTEIRO(A);FEMININO;ENSINO MEDIO COMPLETO;BA;MOVIMENTO DEMOCRATICO BRASILEIRO;MDB;0;34
50000608037;DEPUTADO ESTADUAL;FLORZAO FERREIRA;PRETA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;PODEMOS;PODE;358398;6603
50000607818;DEPUTADO FEDERAL;ISAAC;PARDA;DIVORCIADO(A);MASCULINO;SUPERIOR COMPLETO;PE;PARTIDO COMUNISTA DO BRASIL;PC DO B;1911341,25;0
50000628382;DEPUTADO FEDERAL;ARY BEZERRA;PARDA;SOLTEIRO(A);MASCULINO;SUPERIOR COMPLETO;BA;PARTIDO VERDE;PV;83000;704
50000629057;DEPUTADO ESTADUAL;REVISON RAMALHO;PARDA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;PATRIOTA;PATRI;5690,98;164
50000610870;DEPUTADO FEDERAL;PROF. CARMEN SENTO SE;PRETA;CASADO(A);FEMININO;ENSINO MEDIO COMPLETO;BA;PARTIDO DEMOCRATICO TRABALHISTA;PDT;160000;680
50000608569;DEPUTADO ESTADUAL;LUCIA ROCHA;BRANCA;CASADO(A);FEMININO;ENSINO MEDIO COMPLETO;BA;DEMOCRATAS;DEM;424783,88;26130
50000627522;DEPUTADO ESTADUAL;CARLOS DOS SANTOS BARBOSA;PRETA;SOLTEIRO(A);MASCULINO;SUPERIOR COMPLETO;BA;DEMOCRACIA CRISTA;DC;0;276
50000605238;DEPUTADO FEDERAL;PROF. ERICA BATISTA;PRETA;SOLTEIRO(A);FEMININO;SUPERIOR COMPLETO;BA;PROGRESSISTAS;PP;0;2449
50000629860;1o SUPLENTE SENADOR;TENORIO FILHO;PARDA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;BA;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PRTB;0;0
50000603936;DEPUTADO ESTADUAL;COMPANHEIRO GENIVAL;PRETA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;PARTIDO COMUNISTA DO BRASIL;PC DO B;140000;2402
50000605138;DEPUTADO ESTADUAL;IRMA CANDIDA;BRANCA;DIVORCIADO(A);FEMININO;ENSINO MEDIO COMPLETO;SE;PARTIDO SOCIAL CRISTAO;PSC;0;307
50000619262;DEPUTADO ESTADUAL;VERA LUCIA QUILOMBOLA;PRETA;CASADO(A);FEMININO;ENSINO FUNDAMENTAL COMPLETO;BA;PARTIDO SOCIALISMO E LIBERDADE;PSOL;35000;0
50000608040;DEPUTADO ESTADUAL;LUIZINHO SOBRAL;BRANCA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;PODEMOS;PODE;3355,37;46162
50000622665;DEPUTADO ESTADUAL;MESTRE NILDO;PRETA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;PARTIDO TRABALHISTA CRISTAO;PTC;0;905
50000603957;DEPUTADO ESTADUAL;IVONETE BISPO;PRETA;SOLTEIRO(A);FEMININO;ENSINO MEDIO COMPLETO;BA;PARTIDO COMUNISTA DO BRASIL;PC DO B;10;665
50000604261;DEPUTADO FEDERAL;MADALENA MOURA;PARDA;SOLTEIRO(A);FEMININO;ENSINO MEDIO COMPLETO;BA;PATRIOTA;PATRI;0;346
50000607815;DEPUTADO FEDERAL;TAILANDIA;PARDA;CASADO(A);FEMININO;ENSINO MEDIO COMPLETO;BA;PARTIDO SOCIAL DEMOCRATICO;PSD;350000;1184
50000625041;DEPUTADO FEDERAL;NINO TORQUATO;PARDA;DIVORCIADO(A);MASCULINO;SUPERIOR INCOMPLETO;BA;PARTIDO DEMOCRATICO TRABALHISTA;PDT;0;2792
50000620472;DEPUTADO ESTADUAL;J.CARLOS;PARDA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;SOLIDARIEDADE;SOLIDARIEDADE;1996226,1;0
50000622615;DEPUTADO ESTADUAL;ARIELI;PRETA;SOLTEIRO(A);FEMININO;ENSINO MEDIO COMPLETO;BA;PARTIDO TRABALHISTA CRISTAO;PTC;0;0
50000608601;DEPUTADO ESTADUAL;JURAILTON SANTOS;PRETA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;PARTIDO REPUBLICANO BRASILEIRO;PRB;10000;57735
50000608018;DEPUTADO ESTADUAL;JOAO ISIDORIO;BRANCA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;AVANTE;AVANTE;132056,91;110540
50000629053;DEPUTADO ESTADUAL;RIVANDA MENDONCA;PARDA;CASADO(A);FEMININO;SUPERIOR COMPLETO;SE;REDE SUSTENTABILIDADE;REDE;700000;864
50000625362;DEPUTADO ESTADUAL;CAROL LOPES;PARDA;CASADO(A);FEMININO;SUPERIOR COMPLETO;BA;PARTIDO SOCIAL CRISTAO;PSC;0;380
50000628376;DEPUTADO FEDERAL;JONATAS LISBOA;PARDA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;DEMOCRATAS;DEM;0;2659
50000627549;DEPUTADO ESTADUAL;CLAUDIA REIS;BRANCA;SOLTEIRO(A);FEMININO;ENSINO MEDIO COMPLETO;BA;DEMOCRACIA CRISTA;DC;0;72
50000608568;DEPUTADO ESTADUAL;PROF. EUTONIO SOUZA;PARDA;SOLTEIRO(A);MASCULINO;SUPERIOR COMPLETO;BA;DEMOCRATAS;DEM;79066,54;362
50000620488;DEPUTADO ESTADUAL;DANIEL SANTOS;PRETA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;SOLIDARIEDADE;SOLIDARIEDADE;0;0
50000608067;DEPUTADO FEDERAL;GERSON GABRIELLI;PARDA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;BA;MOVIMENTO DEMOCRATICO BRASILEIRO;MDB;0;4220
50000627879;DEPUTADO ESTADUAL;TUCUNARE;PARDA;DIVORCIADO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PRTB;0;0
50000607778;DEPUTADO ESTADUAL;PAULO TEIXEIRA;PARDA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;REDE SUSTENTABILIDADE;REDE;50000;1596
50000628920;DEPUTADO ESTADUAL;JOCILENE MACHADO;PRETA;CASADO(A);FEMININO;ENSINO MEDIO COMPLETO;BA;PARTIDO SOCIAL LIBERAL;PSL;0;0
50000600868;DEPUTADO ESTADUAL;PROF. LUCIANO BORBA;PARDA;VIUVO(A);MASCULINO;SUPERIOR COMPLETO;BA;PARTIDO SOCIALISMO E LIBERDADE;PSOL;600000;256
50000608071;DEPUTADO FEDERAL;PEDRA DESSE CHAO;PARDA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;BA;MOVIMENTO DEMOCRATICO BRASILEIRO;MDB;520000;338
50000629058;DEPUTADO ESTADUAL;LUAN COBEROA;PARDA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;PATRIOTA;PATRI;6000;258
50000608084;DEPUTADO FEDERAL;NESTOR NETO;PRETA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;BA;MOVIMENTO DEMOCRATICO BRASILEIRO;MDB;355000;7674
50000600912;DEPUTADO FEDERAL;MARCELA PEREIRA;PARDA;CASADO(A);FEMININO;ENSINO FUNDAMENTAL INCOMPLETO;BA;PARTIDO SOCIALISMO E LIBERDADE;PSOL;0;110
50000608112;SENADOR;MARCOS MAURICIO;BRANCA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;BA;DEMOCRACIA CRISTA;DC;35000;39780
50000627523;DEPUTADO ESTADUAL;RAFAELA;BRANCA;SOLTEIRO(A);FEMININO;SUPERIOR COMPLETO;MG;DEMOCRACIA CRISTA;DC;19000;5
50000607763;DEPUTADO ESTADUAL;SILVIO LIMA;BRANCA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;PATRIOTA;PATRI;0;245
50000627546;DEPUTADO FEDERAL;VALDEMAR BORGES;BRANCA;SEPARADO(A) JUDICIALMENTE;MASCULINO;SUPERIOR COMPLETO;BA;MOVIMENTO DEMOCRATICO BRASILEIRO;MDB;18000;800
50000605173;DEPUTADO ESTADUAL;DALVA DO PASTEL;PRETA;CASADO(A);FEMININO;ENSINO MEDIO INCOMPLETO;BA;PARTIDO TRABALHISTA BRASILEIRO;PTB;0;262
50000605232;DEPUTADO FEDERAL;SILVANA RIBEIRO;PARDA;SOLTEIRO(A);FEMININO;SUPERIOR COMPLETO;BA;PROGRESSISTAS;PP;0;449
50000625039;DEPUTADO FEDERAL;CASSIA SANTANA;PARDA;SOLTEIRO(A);FEMININO;SUPERIOR INCOMPLETO;BA;PARTIDO DEMOCRATICO TRABALHISTA;PDT;0;421
50000600866;SENADOR;FABIO NOGUEIRA;PRETA;DIVORCIADO(A);MASCULINO;SUPERIOR COMPLETO;MS;PARTIDO SOCIALISMO E LIBERDADE;PSOL;0;165705
50000608595;DEPUTADO ESTADUAL;EDILEUZA DE MILTAO;PARDA;SOLTEIRO(A);FEMININO;ENSINO MEDIO COMPLETO;BA;PARTIDO REPUBLICANO BRASILEIRO;PRB;210000;0
50000608047;DEPUTADO ESTADUAL;CLEIDE ENFERMEIRA;PARDA;SOLTEIRO(A);FEMININO;SUPERIOR COMPLETO;BA;PARTIDO SOCIALISTA BRASILEIRO;PSB;150000;802
50000620051;DEPUTADO FEDERAL;VALMIR ASSUNCAO;PRETA;CASADO(A);MASCULINO;ENSINO FUNDAMENTAL COMPLETO;BA;PARTIDO DOS TRABALHADORES;PT;1030000;118313
50000604281;DEPUTADO FEDERAL;CACIQUE RAMON TUPINAMBA;INDIGENA;SOLTEIRO(A);MASCULINO;SUPERIOR COMPLETO;BA;REDE SUSTENTABILIDADE;REDE;0;2063
50000608083;DEPUTADO FEDERAL;MONICA MARAPARA;INDIGENA;SOLTEIRO(A);FEMININO;SUPERIOR COMPLETO;AM;MOVIMENTO DEMOCRATICO BRASILEIRO;MDB;0;2208
50000600905;DEPUTADO FEDERAL;DUQUINHA;PRETA;CASADO(A);FEMININO;ENSINO MEDIO COMPLETO;BA;PARTIDO SOCIALISMO E LIBERDADE;PSOL;0;67
50000600862;DEPUTADO FEDERAL;ENOQUE MATOS;PRETA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;SP;PARTIDO SOCIALISMO E LIBERDADE;PSOL;339900;225
50000609064;DEPUTADO FEDERAL;COSME BRITO;PARDA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;BA;PARTIDO SOCIAL LIBERAL;PSL;420000;0
50000606398;DEPUTADO ESTADUAL;EDDY CITY;PARDA;SOLTEIRO(A);MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;BA;PARTIDO HUMANISTA DA SOLIDARIEDADE;PHS;0;0
50000603959;DEPUTADO ESTADUAL;BOBO;PARDA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;PARTIDO COMUNISTA DO BRASIL;PC DO B;466015,68;57716
50000628465;DEPUTADO ESTADUAL;LEO AGUIA;PRETA;SOLTEIRO(A);MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;BA;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;PRTB;20000;0
50000606423;DEPUTADO ESTADUAL;WASHINGTON BOMFIM;PARDA;SOLTEIRO(A);MASCULINO;SUPERIOR INCOMPLETO;BA;PARTIDO HUMANISTA DA SOLIDARIEDADE;PHS;0;1129
50000605224;DEPUTADO FEDERAL;CACA LEAO;BRANCA;SOLTEIRO(A);MASCULINO;SUPERIOR COMPLETO;BA;PROGRESSISTAS;PP;819034,57;106592
50000608121;DEPUTADO FEDERAL;ADALTO FILHO;PRETA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;DEMOCRACIA CRISTA;DC;56000;510
50000622620;DEPUTADO ESTADUAL;FABIO SILVA;PRETA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;PARTIDO TRABALHISTA CRISTAO;PTC;120000;0
50000619173;DEPUTADO ESTADUAL;MARQUINHOS PTA;PRETA;SOLTEIRO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;PARTIDO SOCIALISMO E LIBERDADE;PSOL;64000;623
50000608640;DEPUTADO FEDERAL;PAULO AZI;BRANCA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;BA;DEMOCRATAS;DEM;1671368,8;84090
50000628202;DEPUTADO FEDERAL;JOVENICE SANTANA;PARDA;SOLTEIRO(A);FEMININO;ENSINO MEDIO COMPLETO;BA;REDE SUSTENTABILIDADE;REDE;0;110
50000609089;DEPUTADO FEDERAL;SGT ARIELSON;PARDA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;PARTIDO SOCIAL LIBERAL;PSL;0;0
50000608626;DEPUTADO FEDERAL;MARCIO MARINHO;PRETA;CASADO(A);MASCULINO;SUPERIOR COMPLETO;RJ;PARTIDO REPUBLICANO BRASILEIRO;PRB;309028,06;95204
50000607981;DEPUTADO ESTADUAL;ISABEL GUIMARAES;PARDA;CASADO(A);FEMININO;SUPERIOR COMPLETO;BA;PARTIDO DOS TRABALHADORES;PT;120000;2516
50000605230;DEPUTADO ESTADUAL;SUELI CABELINHO;PARDA;SOLTEIRO(A);FEMININO;ENSINO MEDIO INCOMPLETO;BA;PROGRESSISTAS;PP;0;524
50000609079;DEPUTADO ESTADUAL;JOJO CRUZ;PARDA;DIVORCIADO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;PARTIDO SOCIAL LIBERAL;PSL;0;8890
50000607983;DEPUTADO ESTADUAL;JACO;PRETA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;PARTIDO DOS TRABALHADORES;PT;195176,59;49749
50000607732;DEPUTADO ESTADUAL;PASTOR GILBERTO;PARDA;CASADO(A);MASCULINO;ENSINO MEDIO COMPLETO;BA;PATRIOTA;PATRI;178000;502
50000610880;DEPUTADO FEDERAL;WILLY TEIXEIRA;BRANCA;SOLTEIRO(A);MASCULINO;SUPERIOR COMPLETO;BA;PARTIDO DEMOCRATICO TRABALHISTA;PDT;1202459;1536
50000608005;DEPUTADO ESTADUAL;JUSMARI;PARDA;CASADO(A);FEMININO;SUPERIOR COMPLETO;PR;PARTIDO SOCIAL DEMOCRATICO;PSD;1095551;66318
50000606401;DEPUTADO ESTADUAL;LUIZ SAPUCAIA;PARDA;SOLTEIRO(A);MASCULINO;SUPERIOR COMPLETO;BA;PARTIDO HUMANISTA DA SOLIDARIEDADE;PHS;2197000;3756
